ISIN,NOM,NAM,SECTOR,GLOBAL,US EQUITY,EUROPEAN EQUITY +  UK,JAPON EQUITY,EM GLOBAL,EM ASIAN EQUITY,LATIN AMERICAN EQUITY,ALTERNATIVE,TOTAL,ORO,PLATA,REAL ESTATE,CONTROL,RIESGO,USD,EUR,JPY,CAD,GBP,MXN,BRL,AUD,COP,TOTAL,,,,,,,,,,,,,,,
IE00B4KBBD01,Ishares S&P 500 CONSUMER DSCRTN,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1.0000000000000002,0,0,0,0,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
IE00B4MCHD36,Ishares S&P 500 CONSUMER STAPLES,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1.0000000000000002,0,0,0,0,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
IE00B40B8R38,Ishares S&P 500 CONSUMER STAPLES,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US33741X1028,First Trust SMID CAP Rising,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
LU0815264279,MORGAN ST EMERG LEAD EQ-Z,FM EM Global,EM GLOBAL EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.21542397025145987,0.0030548483033347477,0.003950854410943368,0,0,0.5152908180946348,0.13519222808159165,0.12708728085803553,0,1,,,,,,,,,,,,,,,
GB0033028225,INVESCO ASIAN -UK ACC,FM EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,GBP,0.12565888040369944,0,0,0,0.0627185899255578,0.06127377667505723,0,0.7503487529956856,0,1,,,,,,,,,,,,,,,
IE0004896431,PineBridge Global Focus Equity Fund,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.7537837933076749,0.12691364685054882,0.06788882212987182,0,0.05141373771190435,0,0,0,0,0.9999999999999999,,,,,,,,,,,,,,,
US4642872919,ISHARES GLOBAL TECH ETF,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.820867236388127,0.04351278167829251,0.028438439632856412,0.015004018227069786,0.0016971897848306876,0,0,0.09048033428882335,0,0.9999999999999998,,,,,,,,,,,,,,,
US4642875151,ISHARES EXPANDED TECH-SOFTWARE,,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9991656745976417,0,0,0.0008343254023583178,0,0,0,0,0,1,,,,,,,,,,,,,,,
US4642875078,ISHARES CORE S&P MID CAP ETF,,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9930140058100067,0,0,0.006985994189994448,0,0,0,0,0,1.000000000000001,,,,,,,,,,,,,,,
US46138G6492,INVESCO NASDAQ 100 ETF,,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9859697079599099,0,0,0.014030292040089947,0,0,0,0,0,0.9999999999999999,,,,,,,,,,,,,,,
LU1457522305,FIDELITY GLOBAL TECHNOLOGY,,GLOBAL EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.6423986754232998,0.12621540446798207,0.025100574960354765,0,0.01689720835060691,0,0,0.1893881367977566,0,1.0000000000000002,,,,,,,,,,,,,,,
US92206C6646,,,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9923476209813639,0.0003745084670037471,0,0.00595116254653191,0.0013267080051018332,0,0,0,0,1.0000000000000013,,,,,,,,,,,,,,,
FR0011550193,BNP EUR Paribas Easy Stoxx 600 UCITS ETF,ETF Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0.0037,0.7556,0,0,0.2407,0,0,0,0,1,,,,,,,,,,,,,,,
US2330518794,Xtrackers Harvest CSI 300,ETF China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.00015499670703317682,0,0,0,0,0,0,0.9998450032929665,0,0.9999999999999998,,,,,,,,,,,,,,,
US46654Q7328,JPMorgan US Tech Leaders,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9713635192258159,0,0,0.028636480774183914,0,0,0,0,0,0.9999999999999998,,,,,,,,,,,,,,,
IE00B5L8K969,Ishares MSCI EM ASIA Acc,ETF EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.0814419675776325,0,0,0,0,0.19524364743416697,0,0.7233143849882003,0,0.9999999999999998,,,,,,,,,,,,,,,
IE00BJ5JPG56,Ishares MSCI China USD Acc,ETF China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.056702444471922527,0,0,0,0,0,0,0.9432975555280768,0,0.9999999999999993,,,,,,,,,,,,,,,
DE000A0D8QZ7,ISHARES STOXX EUROPE 200 UCITS ETF,FM Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0.004794792582729534,0.7977379629368376,0,0,0.19746724448043323,0,0,0,0,1.0000000000000004,,,,,,,,,,,,,,,
LU0333811072,GS India EQ IUSDA,FM EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.030144306935052847,0,0,0,0,0.9698556930649483,0,0,0,1.000000000000001,,,,,,,,,,,,,,,
IE00BFNM3G45,Ishares MSCI USA SCR UCITS,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9991037666854818,0,0,0.0008962333145186054,0,0,0,0,0,1.0000000000000004,,,,,,,,,,,,,,,
GB00BKPQVT86,Liontrust Europe Dynamic,FM Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,GBP,0.05465190524421551,0.9430360819538844,0,0,0.0023120128019000928,0,0,0,0,1,,,,,,,,,,,,,,,
LU0191250090,GS Eurozone EQ Income,FM Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0.010104044310991803,0.9813249818449554,0,0,0.008551987154173178,0,0,1.8986689879264132e-05,0,0.9999999999999997,,,,,,,,,,,,,,,
US46138E8003,Invesco China Technology,ETF China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.10395904683618092,0,0,0,0,0,0,0.8960409531638192,0,1,,,,,,,,,,,,,,,
IE00BJQRDN15,Invesco Global Active ESG Equity UCITS ETF USD Acc,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.7074772911897748,0.14644318924360572,0.08774711191112487,0.03841454369483419,0.01036737380433745,0,0,0.00955049015632441,0,1.0000000000000013,,,,,,,,,,,,,,,
IE00B44Z5B48,SPDR MSCI All Country World UCITS ETF,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.6538445562105225,0.10937673601291623,0.05112162164655706,0.033515862980015416,0.03531416486422499,0.019365999249202525,0.004580597327232171,0.09288046170932979,0,1.0000000000000007,,,,,,,,,,,,,,,
US09290C1036,BlackRock US Equity Factor Rotation,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
LU0136240974,UBS ETF MSCI JAPAN,ETF Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,USD,7.347001109582933e-05,3.0227411255841735e-06,0.9999235072477781,0,0,0,0,0,0,0.9999999999999996,,,,,,,,,,,,,,,
LU0106259392,Schroders Intl Latin America,FM Latam,LATIN AMERICAN EQUITY,0,0,0,0,0,0,1,0,1,0,0,0,1,USD,0.4771315244298411,0,0,0,0,0.20975805772425107,0.28587886769779963,0.027231550148108453,0,1.0000000000000002,,,,,,,,,,,,,,,
LU2920409039,Allianz Best Styles Global Equity,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.7205649946869422,0.15213159990309227,0.050690726084815,0.02183867524089852,0.03702184751120564,0,0,0.017752156573046334,0,0.9999999999999999,,,,,,,,,,,,,,,
LU0096363154,CT Global Focus,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.6933271534518383,0.07931975141286235,0.06109775388300337,0,0.08842183876273772,0.019500428919023968,0,0.05833307357053412,0,0.9999999999999997,,,,,,,,,,,,,,,
GB0030810351,CT JAPAN FUND - I ACC JPY,FM Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,JPY,0,0,1.0198581382851903,0,-0.019858138285189897,0,0,0,0,1.0000000000000004,,,,,,,,,,,,,,,
IE00B5SSQT16,HSBC MSCI EMERGING MARKETS U,ETF EM Global,EM GLOBAL EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.05812673,0.02154565,0.0144719,0.03247288,0.00700108,0.17067145,0.02540255,0.6703077399999998,0,0.9999999799999999,,,,,,,,,,,,,,,
GB00BNGGYW21,INVES GBL EMER MK UK-MA,FM EM Global,EM GLOBAL EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.13523468,0.00690049,0,0,0.044492495,0.08892789999999999,0.09112244,0.6333219800000001,0,0.9999999850000001,,,,,,,,,,,,,,,
LU0234682044,GS EUROP COR E IA,FM Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,USD,0.05737373,0.8045713585,0,0.00249899,0.135555937,0,0,0,0,1.0000000155,,,,,,,,,,,,,,,
US4642852044,ISHARES GOLD TRUST ETF,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US78464A6982,SPDR S&P REGIONAL BANK,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
IE00B27YCK28,iShares MSCI EM LATAM UCITS,ETF Latam,LATIN AMERICAN EQUITY,0,0,0,0,0,0,1,0,1,0,0,0,1,USD,0.30598711589844535,0,0,0,0,0.17618628570916783,0.49144023557399863,0.026386362818388305,0,1,,,,,,,,,,,,,,,
IE00BFNM3J75,iShares MSCI WORLD SCREENED,ETF Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.7346216369554373,0.11947983458931051,0.0533119313663833,0.032219037349062514,0.039019905896627655,0,0,0.02134765384317841,0,0.9999999999999997,,,,,,,,,,,,,,,
US46654Q7815,JPMORGAN Equity Focus,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
IE00B02KXM00,iShares Euro Stoxx Small Caps UCITS,ETF Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,GBP,0.0037,0.7556,0,0,0.2407,0,0,0,0,1,,,,,,,,,,,,,,,
LU0248059726,JPMORGAN Funds US Growth,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.8268123840903995,0.05944322400762078,0.028671868961438533,0.03740867663036756,0.014581578215064625,0,0,0.033082268095109106,0,1.0000000000000002,,,,,,,,,,,,,,,
IE000NFR7C63,iShares MSCI China Tech,ETF China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.0307956,0,0,0,0.019485461,0.13293813,0,0.81678081,0,1.000000001,,,,,,,,,,,,,,,
LU2339002227,JPM Asia EQY-I2USDA,FM EM Global,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.11464989,0,0,0,0,0,0,0.88533434,0,0.99998423,,,,,,,,,,,,,,,
US46434G8556,ISHARES MSCI GLOBAL GOLD MIN,ETF Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.23180035,2.4919e-09,0,0.57670539,0.009523914,0,0.00437104,0.17759930000000002,0,0.9999999964919,,,,,,,,,,,,,,,
IE00BFNM3P36,ISHARES MSCI EM IMI ESG SCREENED UCITS ETF,ETF EM Global,EM GLOBAL EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.03090966,0.02398614437,0.01531092,0.029777246,0.0071151,0.16415046,0.04753445,0.68119207,0,0.99997605037,,,,,,,,,,,,,,,
LU2648078835,T ROWE PRICE US STRUCTURED RESEARCH EQUITY,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9941077675788054,5.92322901454997e-05,0,0.005833000131047903,0,0,0,0,0,0.9999999999999988,,,,,,,,,,,,,,,
LU1751457539,Wellington Asian Technology Fund,FM EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.10052753,0.01436068,0.32912527,0,0,0.00055557,0,0.5554423100000001,0,1.0000113600000002,,,,,,,,,,,,,,,
US37960A5294,GLOBAL X DEFENSE TECH,ETF Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.58591908,0.20619716999999999,0.00037449,0.00286271,0.069782816,2.4919e-09,0.00620174,0.12866199,2.4919e-09,1.0000000009838002,,,,,,,,,,,,,,,
LU1829219390,Euro Stoxx Banks,ETF Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,USD,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US4642865178,ISHARES EM LOCAL CURRENCY BOND ETF,ETF EM,SOBERANOS,0,0,0,0,0,0,0,0,0,0,0,0,1,USD,0.09152338301565421,0.20582912857924074,0,0,0,0.15168097880020973,0.16009976633179807,0.39086674327309745,0,1.0000000000000002,,,,,,,,,,,,,,,
IE00B5M4WH52,ISHARES EM LOCAL CURRENCY BOND ETF UCITS,ETF EM,SOBERANOS,0,0,0,0,0,0,0,0,0,0,0,0,1,USD,0.05731335477488566,0.17870518751607517,0,0,0,0.20002117653789625,0.08143652840083643,0.48251199107448406,0,0.9999882383041775,,,,,,,,,,,,,,,
IE00B29K0P99,PIMCO GIS EMERG LCL BD,FM EM,SOBERANOS,0,0,0,0,0,0,0,0,0,0,0,0,1,USD,0.28705315515886487,0.20644057966459295,0,0,0.002456008757187049,0.15848695162948753,0.06469064065186382,0.2808726641380039,0,1,,,,,,,,,,,,,,,
LU1629326833,ABERDEEN EM LOCAL DEBT,FM EM,SOBERANOS,0,0,0,0,0,0,0,0,0,0,0,0,1,USD,0.1601628242268051,0.10218254158202193,0,0,0,0.13079932067220518,0.1879314009125356,0.41892391260643214,0,1,,,,,,,,,,,,,,,
IE00BKZGKM40,BARINGS EM LOCAL DEBT,FM EM,SOBERANOS,0,0,0,0,0,0,0,0,0,0,0,0,1,USD,0.250464100284422,0.22729601827257784,0,0,0,0.10403573244192364,0.026128348731836788,0.39207580026923966,0,1,,,,,,,,,,,,,,,
COR4LPT00019,FCP CPVAL TERMO,FCP CPVAL TERMO,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD,1,0,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00048,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00055,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00030,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00063,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00071,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00089,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00097,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00105,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00113,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00121,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00139,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00147,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00154,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00162,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00170,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00188,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00196,FEP5 FCP ALTRA FCP 1,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00022,FONDO DE CAPITAL PRIVADO ALTRA FCP I,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR23PT00014,FONDO DE CAPITAL PRIVADO ALTRA FCP I,FEP5 FCP ALTRA FCP 1,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.0528,0.9472,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00017,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00025,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00033,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00041,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00058,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00066,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00074,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00082,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00090,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00108,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00280,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00116,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00124,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00132,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00140,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00157,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00165,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00173,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00181,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00199,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00207,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00215,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00256,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00264,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00272,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00223,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00231,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
CORH7PT00249,FEP5 FCP ALTRA FCP 2,FEP5 FCP ALTRA FCP 2,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD/EUR,0.1697,0.8303,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR9BPT00068,FEP5 FCP ENERGETICO ANDINO A,FEP5 FCP ENERGETICO ANDINO A,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD,1,0,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR9BPT00076,FEP5 FCP ENERGETICO ANDINO A,FEP5 FCP ENERGETICO ANDINO A,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD,1,0,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR9BPT00084,FEP5 FCP ENERGETICO ANDINO A,FEP5 FCP ENERGETICO ANDINO A,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD,1,0,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
COR9BPT00092,FEP5 FCP ENERGETICO ANDINO A,FEP5 FCP ENERGETICO ANDINO A,FCP,0,0,0,0,0,0,0,0,0,0,0,0,1,USD,1,0,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,
